Medicine Name,Price
Bilamax 20mg Tablet,107
Brocet Plus 5mg/325mg/5mg Tablet,50
Biokof LS Expectorant,108
Beatzole 40mg Tablet,59
Bax CV 200 mg/28.5 mg Dry Syrup,60
Bankast L Syrup,82
Balista M 20mg/10mg Tablet,176
Bilanol 40 Tablet,242
Bedex Forte Injection,20.7
Britzilam Oral Solution,384.5
Betagem 10mg Tablet,11
Blisderm Ointment,131
Betasole 0.5mg Tablet,8
Bolt 500mcg Injection,49
Buprex 150mg Tablet SR,90
Bankast L Syrup,82
Biokof LS Expectorant,108
Breathonac Effervescent Tablet Orange Sugar Free,235
Beworm Plus Tablet,22
Bixro 8mg Tablet,45.8
Biosone-C Eye Ointment,90
B G Cold Tablet,38.7
Bisveda 5mg Tablet,60.5
Beclasone C Cream,43.8
Biov-D3 Softgel Capsule,100
Beclovax Lotion,117
Bupine 0.3mg Injection,14.75
Bedex Forte Injection,20.7
Bolt 500mcg Injection,49
Bgclav-LB 625 Tablet,255
Brivup 25mg Tablet,95
Bisomend 2.5 Tablet,70
Btuss D Syrup,72
Blisderm Ointment,131
Biograin Plus 10mg/5mg/325mg Tablet,65
Britzilam Oral Solution,384.5
Betagem 10mg Tablet,11
Bronchosolvin Syrup,29
Betasole 0.5mg Tablet,8
Biocilin 500mg Capsule,65.46
BF Zole 2% Cream,148
Benzo 0.5 MD Tablet,48
Bclave 625 Duo Tablet,201.71
Betarex Tablet,66
Benzo 0.5 MD Tablet,48
Biscor 10mg Suppository,27.8
Baga 300 Capsule,245.34
BUDECORT HFA,319.05
Berab DSR 30mg/20mg Capsule,75
Betarex Tablet,66
Blemixon 500mg Tablet,30.45
Bolus-D Tablet,180
Benovat 45mg Tablet,274
Brimosun P Eye Drop,271
Btuss LS Syrup,72
Barcold P Tablet,35
Bariderm-S Lotion,67.1
Bricet 75mg Tablet,272
Betanol 25mg Tablet,18
Bodyzox-Fort Tablet,98
Bluedob Capsule,178
Bilz MC 20mg/10mg Tablet,158
Bdfucil 100mg/224mg Capsule,1125
Bio MMF 500mg Tablet,450
Biosulin 30/70 100IU/ml Cartridge,162.76
Byzyme 18.75mg/12.5mg Capsule,61.9
Betavac 16mg Tablet,104
Bilaride-M Tablet,169
Bianem 300mg Injection,2899
Baralgan DM 80mg/250mg Tablet,68.28
Bolan 8mg Tablet,150
Bevatas 300mg Solution for Infusion,18000
Baxofin OZ 200mg/500mg Tablet,75
Bronex DM Syrup,68.95
Bactogard-CV 50mg/31.25mg Suspension,84
Brosan DX Syrup,61.5
BP-Loride Tablet,10.94
Bactoclav Dry Syrup,134
Bioxib 90 Tablet,95
Betaken 0.5mg Tablet,3.16
Bac 10mg Tablet,85
Bromotil L Syrup,85
Bioclaz 80mg Tablet,75
Bstil 8mg Tablet,99.55
Brimodin LS 0.1% Eye Drop,163
Bilavel Tablet,108
Bitatel CH Tablet,77.04
Bio-Cold Tablet,27
Bijocef 200mg Tablet,90
Beninorm Trio 4mg/40mg/12.5mg Tablet,149
Bact 200mg Tablet,60
Belol 25mg Tablet XL,47.28
Benz AP 500mg Tablet,50
Biotic OZ 50mg/5ml/125mg/5ml Syrup,35
Bioz 200mg Tablet,59.5
Benina Tablet,280
Betanol 60mg Capsule TR,60
Beporest Eye drop,175
BUSELIN INJECTION,356.85
Biovent Tablet,30
Buxo 40 Tablet,93
Bisotab AM 2.5mg/5mg Tablet,90
Bouquet Tablet,38
Begest 200mg Capsule,269
BIOPRIN 10MG TABLET,15
Bocker 10 Tablet,13.4
Bactirid 500mg/125mg Tablet,195
Bemneo EZ 180mg/10mg Tablet,390
Bextrin Capsule,99
BHT 16mg Tablet,72.6
Becare 0.025% Lotion,49.8
Baryxim 500 Tablet,490
Benitor T Tablet,109
Betacitam Tablet,193.2
Blenac P 100mg/325mg Tablet,44
Biospas 10 mg/40 mg Drop,82.3
Benzol 4mg Injection,1806
Bonotiode 250mcg/ml Solution for Injection,13600
Broncho-XP Syrup,50
Betnemeth 4mg Injection,4.75
Bladospas-O Tablet,155
Bupreplast 10mcg/hr Transdermal Patch,1790
Brivahenz 100mg Tablet,429
Brimopress T Eye Drop,435.03
Besicor 2.5 Tablet,88
Banzole Plus Tablet,5
Bispec 10mg Tablet,275
Becloase Ear Drop,48
Blukast LC 5mg/10mg Tablet,108
Biofil 100mg Tablet,120
Bilatine M 20mg/10mg Tablet,155
Bisoder AM 5mg/2.5mg Tablet,80
Benace H 10mg Tablet,107
Budetag F 20mcg/0.5mg Respules,49.5
Bisoder AM 5mg/2.5mg Tablet,80
Biofil 100mg Tablet,120
Betaone N Cream,68
Bioroxime 500mg Tablet,450
Brethex 100mg/2.5mg/8mg Tablet,15
Biozim Tablet,145
Bericort 6mg Tablet,56.7
Brypro SR 300 Tablet,480
Bdtofa Tablet,360
Bigvin-FC Injection,40.87
Bexatine Cream,85
Bintreat Cream,86
Biomont L 5mg/10mg Tablet,102.4
Betalin 16mg Tablet,52
Begoderm Cream,38
Bacirab-D Capsule SR,123
Betapro S Lotion,58.18
Bapter 0.4 mg/4 mg Capsule,186.42
Bromosal Syrup,23.9
Bezalip 200mg Tablet,102.5
Brulicon 1% Cream,155
Bromex 8mg Tablet,8.06
Buffet-DXR 20mg/40mg Capsule,67.6
Bigtel M 40mg/50mg Tablet ER,79
Bioza 6mg Tablet,81
Ben 200mg Syrup,17.11
Bigflur G Eye Drop,99
Bilaxta 20mg Tablet,119
Bioplat 75mg Tablet,45
Bellpino Atrin 1% Eye Drop,19.52
Brivetoin 25mg Tablet,107.69
Biopin 50mg Tablet,80
Benexa CT 4mg/12.5mg Tablet,180
Biovert 8mg Tablet,65
Betahart 16 Tablet,120
Biomycin Syrup,40
Bioprim Syrup,11.25
Biosert 50mg Tablet,68.8
B-Ok Capsule,304.5
Bizendil BR Syrup,85
Benitowa-Beta 8mg/25mg Tablet ER,238.5
Bioclav Dry Syrup,55.1
Biocef 1g Injection,60.5
Bemetil 5mg Tablet,20.5
Beclom 50mg Tablet,81
Btric+LS Syrup,65
Biprosta Tablet,435.41
Brosid Tablet,205
Biolone 16mg Tablet,165
Brinzodoc 1% Eye Drop,399
Biodryl Syrup,75
Biopiper TZ 2000 mg/250 mg Injection,214
Bepomac Tablet,118.8
Bifrazo 1% Lotion,225
Blumeta 25 Tablet ER,34
Biophenicol Injection,102.65
Bright Beauty Cream,145.55
Bizo 20mg Tablet,45
Bisoron 5mg Tablet,32
Beatvit 60K Softgel Capsule,99.1
Biosert 50mg Tablet,68.8
Biophenicol Injection,102.65
Brosid Tablet,205
Bexim CV Tablet,148
Britzilam 50 Tablet,223.5
Bizo 20mg Tablet,45
Bioglandin 500mcg Injection,5850
Benocef 200mg Tablet,140
Boomit D 10mg/30mg Tablet,300
Breakuf Syrup,65
Beatvit 60K Softgel Capsule,99.1
Brimopress-LS Eye Drops,158.72
Bye-Cold-DS Oral Suspension,59
Biopiper TZ 2000 mg/250 mg Injection,214
Bufex Plus 400 mg/500 mg Tablet,8.61
Bact 400mg Tablet,105
Budenol 0.5mg Respules,26.6
Banit Ointment,59.94
Bonronic 150mg Tablet,200
Betabid Plus 40mg/5mg Tablet,62
Bitcofer Tablet,210
Bocker 20mg Tablet SR,25
Bempinorm Tablet,240
Benlip 8mg Tablet,50
Bitcocyst-M Tablet SR,249
Biotor CV 20mg/75mg Capsule,120
Bisowin 5 Tablet,45
Broxim L Syrup,57
Bemdiff 180mg Tablet,240
Bactipod 200mg Tablet DT,69
B Latine MK 20mg/10mg Tablet,180
Betacard 50mg Tablet,32.34
BOCARNIDE 0.5mg Respules,23
Bemdiff 180mg Tablet,240
Bilafem OD  2.5mg Oral Solution,110
Baclocare 10mg Tablet,109.2
Biodol 37.5mg/325mg Tablet,60
Biorab-DSR Capsule,100
Biotax SB 1000 mg/500 mg Injection,49
Budetrol Forte Inhaler,572
Bilactam 200mg Tablet,106.32
Brorab-LS Capsule SR,165
Bucelon 60mg Injection,7200
Beclodip Ointment,65
Betapic Lotion,90
Baralgan D 40mg Tablet,48.75
Berycof Syrup,71
Bakwel-AP Tablet,206
Broxol LS Syrup,72
Belact CV 500mg/125mg Tablet,182.56
Betagold 24mg Tablet,180
Buditime L Respules (2ml Each),275
Bosutris 400 Tablet,8900
Bonspark Injection,7500
Butop Cream,50.03
Bisolvon Syrup,34.67
Bilagen 20mg Tablet,145
Blemon-L Syrup,73
Bisoford 2.5mg Tablet,42
Biopron Oral Drops,50
Biozol 10mg Tablet,71
Bestin 16 Tablet,75
Biotil 500 Tablet,576
Bonspark Injection,7500
Bilasday-M Tablet,164.9
Butop Cream,50.03
Baclocare 10mg Tablet,109.2
Bilactam 200mg Tablet,106.32
Biodol 37.5mg/325mg Tablet,60
Blemon-L Syrup,73
Biorab-DSR Capsule,100
Biotax SB 1000 mg/500 mg Injection,49
Breemax F Inhaler,389
Banco-Plus Tablet,19
Betapro-Plus Capsule SR,59.1
Bestodol Tablet,68.46
Bonultra-Plus Softgel Capsule,247
Bilagen 20mg Tablet,145
Biograin 10mg Tablet,45
Bixigard 50mg Dry Syrup,49
Bucelon 2 Tablet,95
Brocofil-DR Syrup Sugar Free,97
Bisolvon Syrup,34.67
Budetrol Forte Inhaler,572
Beclodip Ointment,65
Belact CV 500mg/125mg Tablet,182.56
Blumox-CA 228.5mg Dry Syrup,65
Betagly M 1mg/500mg Tablet,65
Brozeet Plus Syrup,82.7
Breasy-LS Syrup,45
Biograin 10mg Tablet,45
Biosin Suspension,30
Breemax F Inhaler,389
Brosan 100mg Capsule,69
Betapro-Plus Capsule SR,59.1
Bestodol Tablet,68.46
Biqol Mouth Wash Alcohol Free,378
Blinktel 40 Tablet,33
Brainstar OD 2.5mg Tablet,104
Betagly M 1mg/500mg Tablet,65
Betaspin 24mg Tablet,150
Biorab 20mg Tablet,60
Brobact 2% Ointment,100
Bluspas MF 80mg/250mg Tablet,68
Brodin Syrup,58
Bronset DX Syrup,90
Bigomet M  Tablet SR,79
Bromolite Syrup,36
Brivup 75mg Tablet,280
Beclosone N Cream,17.85
Benibuz 4 Tablet,93
Bestflow-D Tablet,217.6
Brezvent-LS Cough Syrup,104.45
Bacfen XL 10 Capsule,180
Benzopam 2mg Tablet,9
Barocef 500mg Tablet,158.65
Bestor 5 Tablet,72.94
Biotax 500mg Injection,24.34
Bladmir-S 25 Combikit,286.9
Biocetamol 100mg/ml Drop,26.54
Bacfen XL 10 Capsule,180
Brezvent-LS Cough Syrup,104.45
Biotax 500mg Injection,24.34
Beclotrim Cream,22.05
Baycip TZ 500mg/600mg Tablet,60
Bepoday Eye Drop,220
Brivgard 25 Tablet,87.9
Bertin Tablet,101
Biofin 250mg Tablet,137.9
Brivepsy 100mg Tablet,350
Boonac Plus Tablet,188
Biores-Forte Tablet,126
Bupivaine 5mg Injection,43.2
Bisoace 5mg Tablet,59
BDENZA 80 Capsule,6120
Bromex D Syrup,99
Bacwell 10mg Tablet,95
Betazen 16mg Tablet,54
Bactogard 100mg Syrup,170.5
Budemide F 20mcg/0.5mg Respules,110
Borcal-XT Tablet,340
Breathezy 4 Chewable Tablet,51.92
Bacirom 1gm Injection,499
Brobeat 100mg Capsule,82.45
Brom Eye Drop,100
Butacin MR Tablet,28
Bryxta 300 Injection,27990
Broncolite-L Oral Suspension,145
Brudig 15mg Oral Suspension,55
B G Cold Syrup,44
Betanij 0.5mg Tablet,3.61
Brom Eye Drop,100
Broncolite-L Oral Suspension,145
B G Cold Syrup,44
BEPLEX FORTE 100 MG/10 MG INJECTION,7.85
Baclomind 10 Tablet,92
Butacin MR Tablet,28
Bryxta 300 Injection,27990
Biomus-Forte Ointment,328
Biominox 5% Solution,748.18
Broncare 1.5mg/5ml/4mg/5ml Syrup,45.62
Breathezy 4 Chewable Tablet,51.92
Brosal T 2 mg/100 mg Tablet,7.67
Boto Genie 50IU Injection,10000
Brimed 0.2% Eye Drop,200
Beclox Lotion,100
Buxstat 40mg Tablet,86
B2-Cal Forte Softgel Capsule,240
Bioduta 0.5mg Tablet,99
Betafit 50 Tablet ER,62.3
Biojoint 50mg Tablet,89
Brudig 15mg Oral Suspension,55
Bioxim CV 200mg/125mg Tablet,256.4
Brubact 200mg Tablet,97.5
BP-Tel 20mg Tablet,38
Betadip 0.05% Lotion,51.4
B3Cure 250mg Tablet,50
Betahistol  8mg Tablet,44.5
Beboxia 25mg Tablet XL,35
Betsalic MF Gel,75
Broxin Syrup,29.75
Bromolin 500 mg/8 mg Capsule,51.88
Breatholline SR 200mg Tablet,189
Bilapride-M Tablet,165
Besto Scab Lotion,68.86
Beboxia 25mg Tablet XL,35
Biorab LS 75mg/20mg Capsule,126
Bakflex-A Tablet,200
Betsalic MF Gel,75
Bigcef-CV 625 Tablet,250
Benclear A Gel,165
Brace 100mg/500mg Tablet,31.5
Brolin 100mg Capsule SR,87.7
Besole 0.5mg Tablet,3.5
Bronchoril 200 SR Tablet,325
Bromo TR 90mg/48mg/100mg Tablet,174.7
Biojoint 50mg Tablet,89
Bomastren Solution for Injection,12857.1
Brethnol Plus Syrup,30
Briogyn 900IU Injection,21000
Bunase 200mcg Inhaler,307
Bectosept Solution,375
Bryofil Tablet,160
Britam Oral Solution,590
Brodexin AX Syrup,45.2
Bolan-A Tablet,76.82
Betalol 5mg Tablet,124.3
Back 10mg Tablet,124.8
Biodronate 30mg Injection,1590
Backflex 100mg/4mg Tablet,148
Biocof New Syrup,80.5
Benlonac-P Tablet,49
Bilazee Tablet,30
Budemac L 1.25mg/0.5mg Respules,39.5
Bem PD 180mg Tablet,280
Broncolite-AZ Syrup,135
Bibonate 500mg Tablet,52
Braket 25mg Tablet,36.25
Bentripsa Forte 40mg Tablet,58
Betacef 500mg Tablet,112
Betapic-GM Skin Cream,66
Bison 50mg Capsule,88.67
Bibeta 5 Tablet,120
Biomycin 250mg Tablet,89
Betsalic Lotion,64
Bioff CX 200mg/200mg Tablet,113.85
Bropsin D Tablet,185
Bisoplus 5 Tablet,45
Bandrone 6mg Injection,2762
Buprocare 0.2mg Tablet,50
Bactogard DS 100mg Suspension,170.5
Bell Pino Atrin Eye Drop,31.29
B Pam S 0.5mg/10mg Tablet,92.64
Babmont Tablet,95
Bytey M 60mg/500mg Tablet SR,99
BIGFUN 50MG TABLET,8.75
Bidazen 10mg Tablet,69.5
Brodine-MS Ointment,105
B-Supp D3-max Tablet,249
Biodyle TP Eye Drop,65
Betadine Alcoholic Hand Rub,103.04
B-Supp D3-max Tablet,249
Brodine-MS Ointment,105
Budefine L Respules,44
Bonspark Nasal Spray,1800
Bidazen 10mg Tablet,69.5
Betapic-GM Skin Cream,66
Bison 50mg Capsule,88.67
Bibeta 5 Tablet,120
Bisoplus 5 Tablet,45
BIGFUN 50MG TABLET,8.75
Biomef TX Tablet,160
Boldi 200 mg/500 mg Capsule,91.43
Benipack T 4mg/40mg Tablet,120
Betaone 0.025% Ointment,33.58
Boostim 250 mg/125 mg Tablet,181.06
Banzole 400mg Tablet,3
Benzonac Gel,73.81
Bisopil 2.5 Tablet,30
Biodyle TP Eye Drop,65
Bipra 20mg Tablet,82.5
Betsalic Lotion,64
Biomycin 250mg Tablet,89
B-Cet M 5mg/10mg Tablet,99
Blupod CV 200mg/125mg Tablet,285
Bignac SP Tablet,89.9
Bszole 150 Tablet,11.45
Borox 5mg Tablet,123.8
Blocpro 10 Tablet,100
Bifenac MR 4mg/100mg/325mg Tablet,160
Brentor Syrup,125
Bisomax AM 5mg/5mg Tablet,135
Brivahenz 75mg Tablet,286
B-Cet M 5mg/10mg Tablet,99
Betalol H 5mg/12.5mg Tablet,113
Beclozenate N Cream,30.37
Benitec H 20 Tablet,107
Brilcure 90mg Tablet,430
Betalic Cream,74.88
Biopyrin 650 Tablet,30.07
Bignac SP Tablet,89.9
Bold Care 50 Tablet,136
Borox 5mg Tablet,123.8
Buta Proxyvon SP Tablet,103
Blocpro 10 Tablet,100
Biodens-F10 Hair Lotion for Men & Women,1245
Biolin P 500mg/800mg Tablet,720
Bilbay 20mg Tablet,125
Bemneo 180mg Tablet,330
Bakflex Plus Tablet,258
Beclocid Lotion,37.5
Brimocom PF Eye Drop,678
Betanex Plus Lotion,160
Benidin M 4mg/25mg Tablet SR,131.8
Bripca 25mg Tablet,153.95
Bigomet 850 Tablet,27.35
Biup 30mg Injection,2200
Bone Guard 150mg Tablet,20
Brocojoy LS Syrup,96
Benlin Syrup,21
Betjec 0.5mg Tablet,8.2
Bilagio 20mg Tablet,129
B Set 4mg Tablet MD,48
Budemac F 20mcg/0.5mg Respules,60.2
Busocoril Syrup,83.7
Brofental Plus Syrup,74.07
B Long 100mg Tablet,15
Bromo DX Syrup,95
Betanil OD 24mg Tablet,100
Bitmet R 50mg/5mg Tablet,119.7
Bestin 150 Tablet,170
Bp Tel Ctc 40mg/6.25mg Tablet,100
Brolid LS Syrup,87.3
Broncheal DX Syrup,68
Betasol 4mg Injection,4.11
Biup 30mg Injection,2200
Benlin Syrup,21
Bone Guard 150mg Tablet,20
Bifilac Clausi Oral Suspension (5ml Each),300
Bigphylin N 100mg/600mg Tablet,190
Bentinex 20mg Tablet,20.95
Blisdox 200mg Tablet,49
Bioffin-Plus Oral Suspension,161
Bricanyl 250mcg Inhaler,117
Brocojoy LS Syrup,96
Bracanat 100mg Tablet,19500
Bdcarboxy 50mg Injection,2000
Borrix-F Tablet,375
Bronq DM Syrup,58
Blispam-Lite Tablet,129
Bioxin 100mg Tablet,100
Blispam-Lite Tablet,129
Bb Cort 6mg Tablet,100
Bazolid 600 Tablet,347
Buefen 10mg Tablet,100
Broxin 500mg Capsule,117
Bitasafe 24 Tablet,149
Brisflu 150mg Tablet,126
Bryxta 100 Injection,16059
Buscopan 10mg Suppository,39.5
Bronkion-Ace Tablet,185
Bronex Plus Syrup,61
Biopyrin 250mg/5ml Suspension,45.02
Bilaford M Syrup,135
Bitglim M 1mg/500mg Tablet,38.45
Benda Plus 6mg/400mg Tablet,18
Bibonate 8.4% Injection,36.12
Betabiotic Plus Eye/Ear Drops,26
Bro Cofdex Plus Syrup,70
Biotripsin-D Tablet,178.8
Biocristin 1mg Injection,52.63
Breethe L 5mg/10mg Tablet,90
Baycob Plus Injection,66
Bio Cal-D 1000mg/200IU Tablet,23.75
Brutacef AZ 200 mg/500 mg Tablet,278.3
Biopan 40 Tablet,50
Bilin Plus Tablet,121
Bilmegh 20mg Tablet,128
Breathkast-BL Tablet,162
Bimato MS Eye Drops,395
Buefen 10mg Tablet,100
Bb Cort 6mg Tablet,100
Britam 75mg Tablet,370
Blispam-Lite Tablet,129
Bisalax 5mg Tablet,9.3
Big Scoop Syrup,80
Biosort 5 Tablet,49
Biocerin 50mg Capsule,81.65
Beczol Cream,65
Bevorin Plus 135mg/5mg Tablet SR,112
Bitob 80mg Injection,65
Betacort Tablet,34.85
Bserc 16mg Tablet,80
Bronkaid A Syrup,77
Bunocare XL 150 Tablet,139.8
Brimo 0.15% Eye Drop,285
Beclotas N Ointment,27
Brivepsy 25mg Tablet,119
Bolt Plus 200mg/600mg Tablet,422.5
BIOFER S 100mg/5ml Injection,321.44
BioHib Vaccine,175
Boxer 200mg Tablet,56.13
Bid 500mg Tablet,173.07
BP-Nol 25mg Tablet,5.4
Bitglim M 2mg/500mg Tablet,52
Biosev 800 Tablet,374
Beladin 5% Ointment,34
Bactocilin Capsule,46.5
Borncal-D3 Softgel Capsule,120
Baxim O Tablet,250
Brimodin P Eye Drop,169
Benkast L 5mg/10mg Tablet,120
Bsox Gel,108
Burnfresh Cream,50
Bdfoie 10mg Capsule,2970
Biosuganril 5mg Tablet,78
Bilaprime 20mg Tablet,130
Bixith 90 Tablet,94
Benad Gel,209
Bilanext 20mg Tablet,118.3
Biopar 10mg/325mg Tablet,53.6
Bilin Plus Tablet,121
Breathkast-BL Tablet,162
Bunocare XL 150 Tablet,139.8
Brimo 0.15% Eye Drop,285
Britam 75mg Tablet,370
Bronkaid A Syrup,77
Bonotide 750mcg Injection,66
BP-Nol 25mg Tablet,5.4
Bevarest 400 Injection,43949
Bronkolyte Levo PD Syrup,56
Bclami 250mg Tablet,198
Bilefix 600 Tablet,923.25
Biophenox 50mg Injection,1705
B-SAP Tablet,119
Becloderm Lotion,65
Brimonid Eye Drop,174
Betadine Solution,87.36
Blocacid 20mg Tablet,5.2
Bintac 150mg Tablet,6.25
Blockfree 0.05% Nasal Spray,85
Biorab-L Capsule SR,160
Bixith 90 Tablet,94
Bicil AZ 500mg Tablet,116.7
Becloderm Lotion,65
Benkast L 5mg/10mg Tablet,120
Biocerin 50mg Capsule,81.65
Big Scoop Syrup,80
Barbitoin 30 mg/100 mg Tablet,36
Biotral 75gm Soap,160
B-SAP Tablet,119
Bejoint GM 50mg/750mg/250mg Tablet,135
Biodoxin 100mg Tablet,120
BioHib Vaccine,175
Beaucox 90mg Tablet,109
Beczol Cream,65
Bisalax 5mg Tablet,9.3
Biosort 5 Tablet,49
BIOFER S 100mg/5ml Injection,321.44
Baxim O Tablet,250
Bestoflox 200mg Infusion,52.5
Breemax F Inhaler,439
Bclami 250mg Tablet,198
Belhist 16mg Tablet,44
Betsonir CG Cream,2.5
Biocort 40 Injection,90
Bhist 16mg Tablet,89
Blocacid 20mg Tablet,5.2
Betagee Tablet,3.12
Broxy 250mg/4mg Tablet,43.3
Bactum 250mg Tablet,179.6
Britzilam 100 Tablet SR,359
Brexic 20mg Tablet DT,37.5
Biodoxin 100mg Tablet,120
Betazit 8 Tablet,45
Bio Anxit CZ 0.25mg/10mg Tablet,72
Baclomed-XL 20 Tablet,138
Bethanax 25mg Tablet,145
Betasan 8 Tablet,46
Broxyl T Syrup,57
Brodvent FX 10mg/120mg Tablet,99
Bromo T Syrup,80
Brio T Eye Drop,275
Bisorix 5mg Tablet,89
Bone-Ok Softgel Capsule,129.8
Bactrojoy O 200mg/200mg Tablet,134
Betleods 8mg Tablet,47.5
Bromont-LC Tablet,95
Bodonide 0.5mg Respules,129
Bigocef 200mg Tablet,89
Becloziate C Lotion,119
Biorex 25mg Tablet,68
Bon Tone Tablet,139
BP Tel 80mg Tablet,115
Busag 0.5mg Injection,355.08
Bimadoc Eye Drop,399
Beclate 100 Rotacap,41
Biospan Injection,7.43
Brivanext Injection,148.2
Benver-I 12mg/400mg Tablet,185
Bronko Plus Forte Tablet,8.67
Bigtuss-D Syrup,99.99
Brophy 100mg Tablet,105
Brutozyme-D Tablet,195
Bploc 50mg Tablet XL,68.72
Brovis-A Syrup,50
Biotel-H 40mg/12.5mg Tablet,79
BP Tel 80mg Tablet,115
Bimadoc Eye Drop,399
Busag 0.5mg Injection,355.08
Belrin-La 75mg/5mg/10mg Tablet,122
Bluray M Tablet,280.95
Brexcef O 200mg/200mg Tablet,200
Benz Q Tablet,67.5
Breakuf Red Syrup,87
Broncomax L Syrup,70
Bempesta R 40mg Tablet,490
Buscalm 10mg Tablet,38.01
Bionate 50mg Injection,114.5
Biorex 25mg Tablet,68
Beclate 100 Rotacap,41
Biospan Injection,7.43
Bon Tone Tablet,139
Benver-I 12mg/400mg Tablet,185
Brodil Tablet,4.57
Bekoff-DX Syrup Sugar Free,118
Belofen-SR 200 Tablet,35
Brucet 400 mg/333 mg Tablet,8.75
Betaone CG Ointment,73.2
Bambudil 10 Tablet,48
Benitec 10mg Tablet,82.04
Bio AZ 500mg Tablet,67
Bb Cort 6mg Suspension,69.99
Bactiloc O 200mg/200mg Tablet,190
Brenac-MR Tablet,99
Bidof 200mg Tablet,44.76
Blumeta 50 Tablet PR,52
Bromenac Eye Drop,77
Bekoff-DX Syrup Sugar Free,118
Brainy Plus 500mg/800mg Tablet,549.9
Brophy 100mg Tablet,105
Bactrocin Suspension,41
Bizole 20mg Tablet,42.5
Buscalm 10mg Tablet,38.01
Brutozyme-D Tablet,195
Bestilo Plus 0.5mg/10mg Tablet,110
Bionate 50mg Injection,114.5
Boxer OZ 200 mg/500 mg Tablet,94
Bitoma Eye Drop,250
Brodnem 300mg Tablet,775
Bayros 5mg Tablet,53.78
Bevazza Injection,45782
Bilaget M Tablet,120
Benzwash Soap,99
Broful Syrup,51
Bradiswift 5mg Tablet,133.1
Betalar 0.5mg Drop,13.2
Brominex P Syrup,50
Bronko Plus Forte Tablet,8.67
Barostatin 10mg Tablet,27.08
Bevacizab Injection,48990
Biogyl M 100 mg/100 mg Syrup,33
Brotan-A Syrup,54
Brezatel CT 40mg/12.5mg Tablet,119
Bric CL 200mg/125mg Tablet,330
Brucet 400 mg/333 mg Tablet,8.75
Bambudil 10 Tablet,48
Biodase-SP Tablet,80
Belofen-SR 200 Tablet,35
Betaone CG Ointment,73.2
Biocep 50mg Dry Syrup,64.7
Budevin F 6mcg/200mcg Divicap,165
Bacnil LB Capsule,66.9
Binaprex 500mg Tablet ER,144
Bless 250mg Tablet DT,56.5
Bruace 400 mg/325 mg Tablet,9.62
Brinzoma Eye Drop,352
Buson 10mg Tablet,15.03
B-Met 25mg Tablet,36
Betaford 8mg Tablet,45
Bloket 500mg Tablet,170
Bisowin-H Tablet,65
Beucet M 5mg/10mg Tablet,99
Bludan 2mg Oral Suspension,31
Bronil Plus Expectorant,35
Bz 250 Tablet,65
Biprostiva 50mg Tablet,427
Bromolin 250mg/8mg Tablet DT,31.32
Bropax Tablet SR,184
Bectodine 5% Ointment,123
Bricanyl 0.5mg Injection,42.46
Bilaget M Tablet,120
Bardep-TS Tablet,68.7
Benzwash Soap,99
Bibonase Nasal Spray,374
Bds Syrup,78
Brivalex 75mg Tablet,345
Benidin T Tablet,237
Bioval 200mg Oral Solution,59.05
Beniflo 8 Tablet,270
Bromolin 250mg/8mg Tablet DT,31.32
Broncozed Tablet,340
Broncho Tussin XP Tablet,34.82
Bestin 8 Tablet,49
Bexinib 5mg Tablet,2000
Bactin 200mg Tablet,115
Bilmeri 20mg Tablet,112.36
Biorelief Tablet,34
Biocof-Junior Syrup,58
Bactrojoy CV 200mg/125mg Tablet,157
Betasalic Ointment,11.25
Bacifyl Oral Suspension,50
Bactacef-SB 1.5gm Injection,225
Blogan 20mg/500mg Tablet,23
Betapic 150mg Injection,75
Baxodol 50mg Tablet ER,200
Beta-L Tablet,129
Barostatin 20mg Tablet,25.68
Bon-D3 Max Softgel Capsule,265
Bicef 250mg Dry Syrup,31.5
Biotic-O Ear Drop,89
Brexoryl-PC Syrup,67.75
Bectiflox 200mg Tablet,58.6
Belycool Oral Gel,80
Biotax DX 200mg/500mg Tablet,140.5
Becloman CN Cream,49
Bisalatin 20mg Tablet,139
Beclate 100 hfa Inhaler,128.76
Brivatab 100mg Tablet,320
Brugesicp 100 mg/125 mg Syrup,11.25
B Kalm 0.25mg Tablet,30.6
Butacin D 50mg/500mg Tablet,12
Belatin 2.5mg Syrup,100
Biolube 0.5% Eye Drop,106
Bit 300mg Tablet,490
Biopregab M 750mcg/75mg Capsule,171
Betaval 16mg Tablet,95
Bepofly 180mg Tablet,240
Bifozide 1% Cream,185
Betron 2mg Oral Drops,34
Brethex P Oral Drops,25
Burnhit Cream,750
Bdaxit 5mg Tablet,2070
Bludol P 37.5mg/325mg Tablet,60
Betapen 0.5mg Tablet,3.23
Bestova 100 Capsule,349
Bencef CV 250mg/125mg Tablet,379
Bax CV Kid Tablet DT,85
Brispan D 30mg/40mg Capsule SR,78
Best-Beta-AM 25 Tablet PR,90.02
Bax CV Kid Tablet DT,85
Brispan D 30mg/40mg Capsule SR,78
Beta-L Tablet,129
Bageo JeFe-XT Tablet,80
Bpdin 5 Tablet,10
BP Cura 5mg/50mg Tablet,30
Biscor-SA Tablet,161
Biomox 500mg Capsule,68.17
B-Prox 40mg Tablet SR,43.5
Bestova 100 Capsule,349
BUPROCARE 0.4MG TABLET,100
Biodib M 15mg/500mg Tablet,65.8
Burcut Ointment,71
